id_documento,id_principal,casa,sigla_tipo,numero,ano,data_apresentacao,ementa,cod_tipo_documento,descricao_tipo_documento,ementa_detalhada,keywords,status_proposicao_cod_situacao,status_proposicao_cod_tipo_tramitacao,status_proposicao_data_hora,status_proposicao_descricao_situacao,status_proposicao_descricao_tramitacao,status_proposicao_despacho,status_proposicao_regime,status_proposicao_sequencia,status_proposicao_sigla_orgao,status_proposicao_uri_orgao,status_proposicao_uri_ultimo_relator,status_proposicao_url,uri_documento,uri_autores,uri_prop_posterior,uri_prop_principal,uri_ultimo_relator,url_inteiro_teor,status_proposicao_ambito,uri_orgao_numerador
2192263,2192263,camara,PDL,36,2019,2019-02-14T19:08,"Susta dispositivos do Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente, estabelece o processo administrativo federal para apuração destas infrações, e dá outras providências, e a Instrução Normativa IBAMA nº 3, de 23 de janeiro de 2018, que estabelece os procedimentos para a aplicação da medida cautelar de destruição ou inutilização de produtos, subprodutos ou instrumentos utilizados na prática da infração ambiental.",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, dispositivo legal, Decreto, Infração administrativa ambiental, embargo, obra de engenharia, destruição, produtos, penalidade administrativa, Meio ambiente. _Sustação, Instrução normativa, Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama), medida cautelar, destruição, produtos, infração administrativa ambiental.",915,320,2019-04-02T00:00,Aguardando Parecer,Designação de Relator,"Designado Relator, Dep. Nilto Tatto (PT-SP)","Ordinária (Art. 151, III, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2192263,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2192263/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1711192,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2194820,2194820,camara,PDL,71,2019,2019-03-20T17:02,"Susta os efeitos do Decreto do Presidente da República, de 19 de abril de 2007, sem número, que homologa a demarcação administrativa da Terra Indígena Apyterewa, localizada no Município de São Félix do Xingu, no Estado do Pará.",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, Decreto, demarcação, terras indígenas, São Félix do Xingu (PA), Pará (Estado).",925,604,2019-03-27T00:00,Tramitando em Conjunto,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 28/03/19 PÁG 439.,.,15,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2194820,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2194820/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2082988,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1721463,Regimental,NA
2197956,2197956,camara,PDL,114,2019,2019-04-12T13:19,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que ""dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações."".",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, Decreto Federal, procedimento, Núcleo de Conciliação Ambiental.",924,600,2019-12-09T00:00,Pronta para Pauta,Encerramento de Prazo,Prazo de Vista Encerrado,"Ordinária (Art. 151, III, RICD)",32,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/180
2197974,2197956,camara,PDL,117,2019,2019-04-15T10:00,"Susta, nos termos do art. 49, V, da Constituição, a aplicação do Decreto nº 9.760, de 11 de abril de 2019.",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, decreto, criação, Núcleo de Conciliação Ambiental, Infração administrativa ambiental, flexibilização, Penalidade administrativa.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",17,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197974,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197974/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732507,Regimental,NA
2197974,2197974,camara,PDL,117,2019,2019-04-15T10:00,"Susta, nos termos do art. 49, V, da Constituição, a aplicação do Decreto nº 9.760, de 11 de abril de 2019.",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, decreto, criação, Núcleo de Conciliação Ambiental, Infração administrativa ambiental, flexibilização, Penalidade administrativa.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",17,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197974,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197974/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732507,Regimental,NA
2198087,2198087,camara,PDL,124,2019,2019-04-15T17:15,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações.",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, decreto,   Núcleo de Conciliação Ambiental, Infração administrativa ambiental, flexibilização, Penalidade administrativa.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198087,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198087/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1733088,Regimental,NA
2198087,2197956,camara,PDL,124,2019,2019-04-15T17:15,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações.",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, decreto,   Núcleo de Conciliação Ambiental, Infração administrativa ambiental, flexibilização, Penalidade administrativa.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198087,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198087/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1733088,Regimental,NA
2198142,2197956,camara,PDL,130,2019,2019-04-15T19:07,"""Susta o Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações. """,557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, Decreto Federal, procedimento, Núcleo de Conciliação Ambiental.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198142,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198142/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1733224,Regimental,NA
2198142,2198142,camara,PDL,130,2019,2019-04-15T19:07,"""Susta o Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações. """,557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, Decreto Federal, procedimento, Núcleo de Conciliação Ambiental.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198142,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198142/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1733224,Regimental,NA
2198168,2197956,camara,PDL,133,2019,2019-04-15T20:19,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que ""Altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações"".",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,,"Sustação, decreto, Infração administrativa ambiental, flexibilização, Penalidade administrativa, Núcleo de Conciliação Ambiental, procedimento, competência.",925,500,2019-04-17T16:47,Tramitando em Conjunto,Recebimento,"Recebimento pela CMADS, apensado ao PDL-114/2019","Ordinária (Art. 151, III, RICD)",16,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198168,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198168/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2197956,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1733261,Regimental,NA
